term,description
Data Breach, The unauthorized movement or disclosure of sensitive information to a party, usually outside the organization, that is not authorized to have or see the information.
Cyber Attack, The intentional act of gaining unauthorized access to system services, resources, or information, or an attempt to compromise system integrity.
Cybersecurity, The activity or process, ability or capability, or state whereby information and communications systems and the information contained therein are protected from and/or defended against damage, unauthorized use or modification, or exploitation.
Threat Actor, Any individual, group, or organization that attempts to or successfully conducts malicious activities against enterprises.
Asset, A person, structure, facility, information, and records, information technology systems and resources, material, process, relationships, or reputation that has value.
Malware, Software that compromises the operation of a system by performing an unauthorized function or process.
